Stage_1,Stage_2,Stage_3,Stage_4,Stage_5,Total_Score
9.26769415567,11.7401376124,7.6,4.95398579298,3.08823095879,8
10.439023714,11.7202722929,6.4,4.51667367308,3.93954351042,8
9.46770262623,11.8169500557,8.0,5.65775855186,3.58406723942,9
10.2525208472,11.7884449863,6.8,4.94792701814,6.49655991447,9
8.86729618148,11.7476673687,10.8,5.03426556794,4.41102947997,8
10.5316311888,11.8194270736,8.4,6.16313750356,24.0,10
8.09669455784,11.7245245723,7.2,6.45266348577,8.10425666549,8
8.61947432671,11.7629239358,6.4,5.45396503547,5.67442195176,8
8.15021959405,11.7484505798,7.2,4.74552522962,3.32236577548,8
9.29200862716,11.6875250698,9.6,5.6163252387,6.50049697032,8
9.42370978706,11.7442234433,9.6,3.07296884413,2.7737129945,8
8.59536652988,11.7978484429,9.2,5.28940694905,3.81750326704,8
9.2766189278,11.788883804,4.0,5.86857831505,9.05268087008,9
10.043963121,11.7891919446,7.2,4.31754032102,2.27400791408,8
7.0895903521,11.7694529585,11.6,6.00760594735,4.58334104777,8
8.37501699452,11.7767998643,1.6,5.05502838566,5.12386041147,9
5.8092492873,11.7793877139,5.6,3.55011040814,2.90360170336,8
9.12952358412,11.8154792541,6.8,5.29111572285,5.77750514909,9
4.00570912508,11.5798459321,7.6,3.79568656586,2.65855323993,6
6.060296363,11.6005306179,8.8,4.44954334012,3.2889694474,7
10.7484844451,11.7365712069,6.4,6.11817394195,2.90784884702,9
11.1626377268,11.6993399115,6.4,6.15458942823,4.51815378829,9
8.81137785481,11.7300391359,4.0,4.24090911281,4.73020050534,8
6.72979357447,11.6601629519,6.8,4.67462059595,3.20948391679,7
8.57830271948,11.6591414393,8.4,5.26800160978,3.18303921973,8
3.1591143633,11.7941713233,10.4,6.18187632339,2.5971660446,8
7.72658198475,11.7961903579,6.4,3.29145414231,6.72090755336,8
8.50214593573,11.7722840761,5.2,6.10701083434,4.9146747143,9
7.36966644482,11.7482126403,7.2,5.48645478678,2.63364484934,8
9.29325461877,11.7838695354,11.6,5.67677906381,8.20681621957,8
10.1994232186,11.762254942,6.8,4.92801160074,3.78408337095,8
8.04753841116,11.7888617601,8.4,5.45266041443,5.92827158076,8
9.61287315863,11.7899823054,5.6,5.95490062216,4.58674568135,9
10.9766444463,11.792600488,2.8,3.10149888114,2.09463746287,8
8.46092268652,11.8161682359,7.2,3.62899126628,2.80782727384,8
8.69887074559,11.7222253208,8.4,3.34205963101,2.60252326609,8
9.37862129101,11.8125325855,6.4,5.07113655263,3.76910740408,9
9.84077373983,11.6946077038,10.0,6.4619512875,3.73021110516,8
6.521318027,11.8009003105,10.8,4.35333102477,2.732099617,8
8.60941350236,11.762241831,7.6,4.90717605204,2.69409633334,8
11.753655369,11.7646155059,8.4,5.58360637773,5.34628049215,9
9.88806589957,11.8149225453,8.8,6.34121765323,6.34521373187,9
8.12571830745,11.8194800347,6.8,5.45080700741,7.50409055881,9
8.62030454884,11.7682632977,6.4,5.08138303776,2.8089273006,8
9.65378780167,11.7705867,11.6,5.98227916971,3.45585657603,8
6.19763308218,11.7769728909,10.8,3.96600974305,6.85052283681,8
5.24886672385,11.688931213,10.0,0.88931854985,3.66176779168,6
10.5941023515,11.7954234323,7.2,5.59279242807,2.81479635441,9
9.40651785047,11.7902387981,5.2,4.2568705376,2.83007632443,8
9.95870069366,11.7908582099,8.0,6.7503496743,6.90253732148,9
10.8724400565,11.7246195122,5.6,4.34103504161,3.09297951862,8
5.40954052525,11.6825615543,12.0,4.31510756374,3.60053616927,7
9.70077096376,11.7201959471,9.6,5.3667779197,3.34683201063,8
10.6078555947,11.7455965514,9.6,6.89339392189,24.0,9
10.5160304727,11.7424107302,5.2,4.76298890446,3.99436399124,8
8.49580504177,11.6591604317,7.2,4.71071702284,2.43202112872,8
6.83202111947,11.7268983518,-2.8,2.64664685628,2.7007744561,8
10.2637969841,11.7484601247,9.2,5.65066219317,3.19659157057,8
10.6134814377,11.804828947,9.2,5.89299763588,8.10695184291,9
1.62926469803,11.6261101517,8.8,4.49777365408,5.57754518811,6
-48.070522221,11.4778762991,10.0,3.45348765586,3.15297702827,0
2.88846138241,11.6970447657,6.4,4.39000690746,3.84530794028,7
9.4499397451,11.7337751809,12.0,5.23649934849,7.84620420216,8
5.25403448018,11.7131434363,12.0,2.44045310526,2.18151038835,7
10.2418456578,11.6700900354,8.4,5.75629771222,4.08341065935,8
10.5210419507,11.7517663797,6.0,6.00272851842,3.77078632469,9
9.70104928232,11.8241242731,10.8,5.91233079106,3.02406657181,8
10.3596751645,11.79971377,5.6,5.80161626059,5.06706407538,9
9.0589108562,11.7779318491,6.0,5.04739375805,2.64526963884,8
10.1582148463,11.7715572855,7.6,6.35101794829,3.62345775535,9
4.562189641,11.6957534926,7.6,5.4091786396,4.04715678207,7
10.1557143925,11.7252185293,4.0,4.8820923046,5.52837091698,8
1.16184580013,11.6696905747,10.0,4.16209342035,3.3506932311,6
4.92015866293,11.5453224221,11.6,4.08396897498,3.07262366365,6
6.76340370783,11.6984442567,11.6,5.4577482048,3.47568221771,7
9.81313343275,11.7543494405,4.8,3.06807046724,3.82508612767,8
11.137568414,11.7570054133,6.8,6.93524838025,4.79565676806,9
9.9406135465,11.7863435205,9.2,3.98278960802,3.02604343459,8
8.7018610685,11.777805985,4.0,5.09545319871,3.05865693292,8
10.8534368783,11.7706877412,7.2,5.62732486389,6.43235855782,9
10.2887006937,11.818369344,3.6,5.07683547918,4.56618613836,9
-9.86247963327,11.6439075493,4.0,3.69027207722,2.81242066912,5
10.2130049151,11.8225912861,6.0,5.71322549274,24.0,10
7.62435443975,11.7747184605,5.2,4.80397011,5.61657676932,8
7.60214493919,11.7216527985,0.4,6.25514783668,3.0033938395,9
9.15841959904,11.754929583,6.0,2.53955466384,2.33513547347,8
-0.27877788969,11.6509476354,7.2,5.59382732903,2.81498145806,7
6.79264495165,11.7092839316,10.4,4.59642532527,3.02980825328,7
6.32460805843,11.7621079081,10.8,4.0250135078,4.0806427689,7
10.4799021258,11.7816796023,7.6,6.19543894839,24.0,9
11.0386115748,11.8060358599,8.8,6.68388868685,6.77332222097,9
9.39536375381,11.7729746641,8.4,5.56158018813,4.34384674092,8
10.8912483406,11.7849010769,3.2,5.11583298792,2.42863424374,9
10.2154360739,11.7434950892,2.8,5.559460682,3.9650080115,9
10.3423551017,11.8093882717,6.4,6.16133037094,6.42463422008,9
9.43975332149,11.6844421647,10.8,4.33553867103,4.09371637148,8
10.7612358483,11.788084507,8.8,5.73524210289,6.86720905221,9
10.499485431,11.816296174,4.8,7.54583883623,24.0,10
8.43213952942,11.7536609489,1.6,5.34980209792,7.45814970202,9
2.77300544892,11.7910393964,10.8,6.18732767765,3.10012749451,7
10.2594079502,11.8177414652,-2.4,5.35706573436,2.16327775458,9
11.8021653682,11.8174363554,8.0,4.95021986877,4.50682013991,9
8.25421243322,11.7627921009,7.6,5.41602926633,3.71759011841,8
5.26312079808,11.771178458,3.2,6.12759073188,8.77927608326,8
6.59708879501,11.7935503608,10.0,4.20207508646,3.21959171909,8
9.12139604161,11.8011708024,9.6,6.53694846678,5.09674412296,9
-9.66756118915,11.6507326256,10.8,5.26479600926,3.28859754642,5
-2.59312706203,11.6315275604,8.8,4.52868234595,2.98968059832,6
5.252377595,11.7895262733,6.8,4.51069908337,2.6952796667,8
9.87446160307,11.7686611617,-7.6,2.08813048818,1.63732346603,9
8.88183177743,11.8115266267,8.8,6.03637563701,4.63209032276,9
8.39189438131,11.768837692,6.8,5.5894466814,2.77154832658,8
9.34324906664,11.765240262,8.8,5.53097263265,4.08673585327,8
9.45090741815,11.6960600841,2.8,4.31944229534,2.30073496956,8
9.74172183804,11.7886601923,11.2,6.09744644493,9.88829017414,9
10.7056824677,11.7858147826,10.0,5.38724166784,2.95554588491,8
11.1539853296,11.7821421638,8.8,7.37888413671,6.96975258363,9
7.5442542166,11.7419371998,8.4,5.73345104218,4.37590149482,8
10.3942944696,11.805213783,10.4,4.64350033253,2.22114170569,8
5.48570898271,11.6048815409,6.4,3.86639947393,2.47548646468,7
10.7401889149,11.6637651581,6.8,6.74528495134,3.0845776824,8
9.61206984301,11.7358888747,10.0,4.20645775538,4.10788646608,8
-2.33264523638,11.6156336366,10.0,3.54941119127,2.98019938488,6
9.06180248636,11.7453507337,9.6,6.00268214544,6.43530875075,8
6.59368078072,11.6933089887,8.8,2.34737168661,2.12826339135,7
9.98073056842,11.774248543,8.0,5.15115783591,3.03800174457,8
7.93764141038,11.5738857258,9.2,5.98762874258,4.93533819234,7
10.63135828,11.8197246609,-3.2,6.20153887546,4.95295466334,10
10.2163006054,11.7524229598,10.0,5.26945355251,3.03554088154,8
11.5362889673,11.8354324359,9.2,5.53850672335,4.08902770303,9
6.5609966794,11.7933578462,9.2,3.6336579539,3.44396514354,8
10.122071231,11.7582183372,6.4,5.79972571738,4.36175905268,9
8.70967516452,11.7394754525,10.8,4.50562420228,3.77880673132,8
9.67602908465,11.7857523672,8.8,4.2759139358,4.12582901901,8
6.26977581476,11.4043957412,12.0,3.33320110781,4.6561972551,6
10.1952384037,11.757148047,8.0,5.91077552516,8.51100272462,9
10.7577874387,11.7543498188,9.2,5.7372968844,8.48247012966,9
10.6897880223,11.7497350251,5.6,4.68687723046,4.74478320254,8
9.7768462806,11.5860121829,8.0,3.96599501482,2.63499033126,7
9.77653173081,11.7714522819,7.6,6.32049312243,3.99703712473,9
8.45771042057,11.8044920658,-0.8,4.40153928796,2.75158769019,9
10.1586882014,11.7976304207,8.4,4.2953692163,2.62644887873,8
8.88703021287,11.7657089486,11.2,6.65420667911,7.64251131022,8
6.58029358693,11.7477413687,11.2,5.61669405269,3.17283401411,8
4.66708324287,11.7414379454,11.2,5.7278430073,3.60614632144,7
10.2800330281,11.7883749409,8.0,4.72581094645,2.79529283484,8
6.45278279408,11.6903423054,9.2,4.4934730171,6.49379878021,7
9.16022112445,11.7674745866,11.6,3.99441071499,2.81073609913,8
8.71654575351,11.6557711978,7.6,3.60437010955,2.57940023053,7
5.85407597883,11.6843753982,3.2,4.94505727413,2.61152277086,8
9.71941727497,11.7345311306,6.8,5.48550715017,5.17368405958,8
7.69830396515,11.6960694626,6.4,5.41836817866,3.22581905108,8
9.98944542714,11.7117499161,8.8,5.57379906702,5.24941535484,8
5.99202418026,11.6057144343,11.2,1.94527653752,1.20274081659,6
9.98462165404,11.7737543919,8.4,5.37174969683,5.57659880505,8
9.53502809879,11.7882113026,-8.8,4.85003168679,3.15052089774,10
7.9061921964,11.7498729758,10.0,4.17060848995,2.74579697582,8
10.8546981383,11.7388297645,10.8,5.01488518106,3.07628557115,8
3.68692568325,11.7602058268,7.6,6.28451699747,2.69184554698,8
5.2527425411,11.5651929731,11.2,4.26586515628,6.91174101277,6
9.67748662683,11.7507951213,6.0,6.79690935091,24.0,9
8.82587195211,11.751362695,11.2,4.86500233605,4.69380679834,8
9.87557391635,11.8029900029,8.8,6.99544275343,6.87902366898,9
3.78794346788,11.772709915,6.4,3.04111066662,1.53780375646,7
7.96687710207,11.6978286672,5.6,4.30118411707,4.91441613092,8
10.958083944,11.7842322657,7.6,6.21827221626,3.67202738019,9
8.66386998039,11.8185553563,7.6,5.60001705987,4.56757579281,9
10.861686461,11.8136348539,7.2,7.45099789611,24.0,10
4.76131261723,11.7075498404,-9.6,2.8110983538,3.84640042376,8
10.5071150253,11.8168132183,10.8,6.69581728098,5.9961190056,9
8.71219658117,11.7165164433,6.8,5.95205454336,6.28642508612,8
5.29646788126,11.6698485535,2.8,3.26446817617,5.89202928146,7
7.42484028715,11.7589963568,8.0,5.95356128033,2.84548752795,8
5.02177472569,11.6965075339,8.4,6.08599562653,4.50306808801,8
8.83679478099,11.6541796437,8.8,4.41312557797,3.98878792026,7
8.88974776936,11.6648173905,7.6,5.61328368395,4.1280789218,8
5.582377595,11.7545708206,7.2,5.13043324355,4.21786459581,8
10.550567599,11.804535869,8.8,4.17487022785,2.28830899231,8
10.7877159727,11.7204039741,9.2,7.00794847607,6.75335624036,9
5.54780423742,11.6943239933,5.6,4.3394541135,2.94438402942,7
3.27555323821,11.6440512031,8.8,4.41701448237,7.08810441824,7
9.27730258779,11.8197041553,8.0,5.56376627924,3.25876098652,9
10.4489318191,11.7862848264,10.0,5.7085180104,3.90235716139,8
9.89134023554,11.7465273996,6.4,6.32160728427,5.26749784125,9
10.0647066088,11.7284463023,8.4,3.7304782665,2.32478045709,8
9.29407320276,11.7949696885,8.4,5.67972726733,3.75950585428,8
9.14753218281,11.7619159332,9.6,5.63951795052,4.20804342232,8
10.0268282362,11.7900097662,8.4,7.11756366608,3.02758363695,9
7.20231776719,11.7223663354,6.4,4.88847750518,3.19251529374,8
11.1689201809,11.7478307234,3.6,4.58659004316,2.87670638122,9
9.47373491403,11.7455725469,8.0,4.19314233969,4.89147325581,8
6.9923859232,11.7838786136,11.2,4.70987575755,3.10015694316,8
7.53367216779,11.7012957658,10.0,4.4743148412,2.3971602046,7
9.35690849299,11.7606641694,10.4,5.96794118318,4.5654058232,8
10.2572667481,11.764877602,7.6,5.26201023575,2.93829757588,8
9.0968436469,11.7371679602,7.2,4.69777989746,2.98870526253,8
10.8878458784,11.7951928742,3.2,3.58337086497,2.67243066295,9
4.66731006182,11.659065423,11.2,5.16790491478,2.98990597774,7
10.9888672933,11.7650008178,5.6,4.87618552853,4.48331163888,9
7.53069711325,11.792152498,8.8,4.8501797131,3.03928102516,8
9.30170642731,11.8025309417,6.8,3.33589422064,2.10033968101,8
10.0922437743,11.81126212,7.2,6.35912926799,4.18997124666,9
8.61441690127,11.7953248896,10.0,5.83070975878,6.79213155947,8
8.46319756703,11.71719941,10.0,6.81620320653,4.97528070071,8
8.49443092397,11.7743520148,7.2,5.70895097249,4.46187084564,8
10.0552356276,11.6524084915,7.2,4.5134296876,2.66800721543,8
9.22483334698,11.6286564592,8.0,5.28235418238,3.25952440597,8
10.0282035996,11.7659979852,3.6,5.32665973364,2.63195068107,9
3.75822886897,11.6839174758,9.6,4.70025090159,2.39417658522,7
10.3050532258,11.7821323447,7.2,6.89609907492,6.9831433841,9
10.585974809,11.802321704,9.6,5.33566554482,5.52811745414,9
8.07118449104,11.7278941664,8.0,4.0716776003,3.11615291313,8
9.15223822218,11.7814079121,8.8,7.2155557321,4.12188868675,9
9.45775828994,11.7857438722,8.8,6.26373452146,8.45271216434,9
10.5194788823,11.7733181993,9.6,6.00995669949,5.50550840262,9
10.156444,11.8138153673,10.0,7.53133468278,11.248475366,9
8.42322963416,11.8052914891,11.6,6.96768989004,5.72956095311,8
9.07828869678,11.7343815249,7.6,6.10581596776,3.81073581617,8
5.18657088048,11.627294749,9.2,4.31144468443,3.06235153098,7
6.07344257277,11.7648466616,7.2,6.20324273313,4.61865160383,8
10.3294509793,11.7850022475,7.2,5.72034864744,4.62740015328,9
4.75858409883,11.6147596328,11.6,4.17114815786,5.01801502122,7
11.0350318714,11.8222756321,5.6,7.52341990626,24.0,10
9.92087396298,11.7103882505,2.8,3.35441954084,3.07507878706,8
8.59003441612,11.7900694451,9.2,6.50565238588,2.80958990108,8
10.4361804159,11.7870291888,10.0,6.17551585395,6.35676327768,9
10.5466096031,11.7806566152,6.4,5.94223078562,6.87004679002,9
11.3066690394,11.805497476,6.0,5.52015109579,4.02989013889,9
8.5503130194,11.7563969366,9.2,4.40672076702,2.56653768816,8
9.90999818488,11.7547408743,0.0,5.75971619114,2.73996578175,9
10.3175814402,11.7987877325,5.2,4.86256229516,5.23965927994,9
8.15909881021,11.643530255,6.8,5.25390357585,3.48601873749,8
11.1075729696,11.758199477,-0.8,5.00931443497,4.40422036909,9
10.1327519726,11.7800210128,10.8,5.4507356797,3.88137888347,8
9.4139298082,11.7983388518,10.8,5.88900915104,3.45505079375,8
10.3031235742,11.8193856291,6.8,4.6884056375,2.30399449312,9
9.33279514402,11.7711933199,7.2,6.18092347793,4.19532615016,9
9.33625843053,11.8160975055,3.2,6.04534588126,4.05384565214,9
10.665977585,11.7991664649,7.2,4.81146280168,2.70144822635,9
9.39155595022,11.7547432077,2.4,5.08944208831,3.00002098056,9
9.34430973795,11.7994657054,9.6,6.06063109102,3.03845060781,8
11.3113388475,11.689530794,6.4,6.76783531056,4.66540270988,9
9.94154498831,11.7378405832,10.4,4.84741569598,3.2552398946,8
-11.3064236065,11.5511671025,7.2,2.03275222241,3.84576501056,4
6.52342855007,11.7797084936,2.0,5.5068235684,4.74274544844,8
7.25448519965,11.6996087542,1.2,3.97704235763,6.88919286087,8
10.0001556021,11.7440370435,10.0,6.07765931893,3.09714518408,8
8.68939976439,11.5434879219,8.4,2.19276867021,2.64071241921,6
9.03298865015,11.7853342477,6.4,5.15037180871,4.87933764538,8
8.93803938457,11.7815039732,8.4,6.11638827224,5.56320452732,8
10.4232610251,11.7877538984,9.2,5.97139005028,6.60089411037,9
11.95461418,11.810675096,6.8,6.99366450373,7.35931821484,9
8.88386012179,11.7807405059,0.0,4.12692108954,5.32735740184,9
9.8397907984,11.8022554161,10.0,3.66908996069,3.71516260314,8
3.94344951294,11.7983049296,8.8,5.42650269641,3.47845014586,8
10.5937969841,11.7890141159,3.2,6.16299913328,24.0,10
6.97809241457,11.7414883595,9.2,5.13456700709,2.74430320626,8
10.6776872155,11.7372492129,10.0,6.21664677376,4.37476950366,8
9.08862420944,11.8064119803,8.4,6.30797133188,4.24785881003,9
6.82547924534,11.7182397522,8.4,5.34440421515,2.83826905386,8
9.80823680567,11.8059014735,10.0,5.36467028611,6.46064325227,8
10.360688785,11.749922825,11.6,4.59682017647,3.22434919359,8
9.91833603229,11.7457386353,5.2,4.63204850883,3.78619928944,8
7.13407181473,11.6588707635,6.0,4.26282223812,2.90413007926,7
10.5566232343,11.772803246,8.8,6.66525386907,3.776355741,9
10.4466569386,11.7517778137,8.4,5.81209981769,4.15520584059,8
8.80698148932,11.7768256052,4.0,4.28875372563,2.91474557509,8
10.5454820214,11.7693473337,6.0,5.58289179341,5.82858138293,9
5.99719193659,11.780372096,12.0,4.1388819197,5.15518691879,7
6.73206845498,11.7416908381,5.6,4.20277138516,2.89164529499,8
11.5862834151,11.8370806785,10.8,5.08885855594,5.536152127,9
9.30440871543,11.721378394,8.0,4.36014379411,6.88053629559,8
3.69767208949,11.6412915403,9.6,4.10050022694,2.74584847844,7
8.842506433,11.8010095225,9.2,6.80027103214,2.55487110875,9
9.76744220975,11.7633707421,6.4,5.92597567342,5.2931295786,9
6.95879550704,11.8038930889,9.2,4.61328353657,3.86722204462,8
10.5040271129,11.7708505597,7.6,6.47673989454,2.69398339628,9
9.85877870827,11.800915719,8.0,4.60082331558,3.72031498021,8
6.3825250113,11.7850720718,-2.0,3.72447395405,2.42894208834,8
9.716142939,11.8128952462,8.4,4.47401841544,2.82430515916,8
5.15419022468,11.6503572498,10.0,4.37987720236,2.83703956109,7
6.1251201361,11.7459169435,6.4,4.36330779731,4.52129313724,8
6.82572578148,11.7293827922,4.8,4.5363755362,2.98862073013,8
10.2817983223,11.6934355347,7.6,5.34481934416,3.94833547128,8
10.0845687664,11.7751079657,0.0,5.00768542175,6.16516373485,9
5.34935520495,11.6914356163,9.6,3.85101861925,2.76006093728,7
7.26797984148,11.7090744569,10.0,4.13873939127,5.94686543862,7
8.98912963167,11.7411859388,10.4,5.35644298562,3.26836945358,8
6.63929537714,11.7012380777,9.2,5.30375368369,4.169734177,8
8.87324629057,11.7920318021,8.8,5.30445291172,3.66116190099,8
8.75573133362,11.7401423415,9.6,4.54378089979,2.99599187657,8
3.30776953657,11.7156098905,8.8,5.946237166,3.30355026599,7
5.78000277607,11.2140190486,12.0,0.334414680816,1.13569640955,4
6.39675605841,11.7841321613,10.0,2.09667329655,3.60717619571,7
9.56355753044,11.8132129041,4.0,6.390703356,10.6240437251,9
11.0011606097,11.7963644336,4.8,3.02851432974,3.73477926215,8
3.45027401209,11.7890688974,8.4,5.64511211067,4.45589505724,8
9.88151114164,11.8039897509,8.8,5.23043168916,2.91864648852,8
10.7931584174,11.8337866221,8.4,4.58627026902,4.52543807494,9
9.85848497898,11.7497199634,7.2,4.52518524769,6.58025655433,8
2.85183345019,11.6266811601,12.0,3.6249365089,6.99170092143,6
9.47594288419,11.7307823459,11.2,4.22950837299,9.29938116189,8
8.72778202888,11.7916226925,10.0,5.41051158885,3.26453477218,8
10.7577383236,11.8123163231,6.0,5.2314476113,3.08551395124,9
9.27340217743,11.6936037567,8.0,4.36286099543,4.37650417146,8
11.0334075872,11.7928163673,7.2,5.90960240182,11.8097590557,9
9.06545148466,11.747128602,10.4,4.75355299012,3.82323671163,8
-2.16260234969,11.6676050043,5.2,5.1640876252,3.33272239617,7
-0.0390492680791,11.5964542398,8.4,2.27012938295,2.04816220851,6
4.91757478477,11.4831526729,11.6,3.96627732356,5.01446089453,6
11.1165190961,11.8346866934,2.0,4.77234143638,2.05781319577,9
11.3307179338,11.774963075,8.0,4.37750864295,2.24108044485,8
10.7621518794,11.7629056008,6.4,6.71323460569,5.92003549365,9
5.99719193659,11.7150181194,11.2,2.57933011823,6.96708313131,7
10.6779962132,11.810218495,7.2,6.11070364532,2.84572390613,9
8.95084481427,11.7481972012,8.4,4.97349057041,8.20329863245,8
11.2604951365,11.7087472311,8.0,6.44349399463,3.23844455895,8
7.44825954807,11.8022683677,8.4,5.52054515914,5.81647510748,8
10.1227947525,11.7317568566,8.4,6.63536352446,4.06180556458,8
9.83467454168,11.7685984685,9.6,3.06786290137,2.49650152114,8
8.34417481395,11.8028447131,10.8,2.44917350513,1.75788134514,7
8.83242909461,11.7964021089,10.0,6.28049438451,4.71130531852,8
9.30105775288,11.6715295629,6.4,4.26750899803,5.05804581637,8
9.00965156794,11.6946735455,8.0,5.85470218446,3.3246544475,8
11.9337082567,11.7740963779,4.4,5.56589749717,3.85036089437,9
10.4288315959,11.7696391024,9.6,5.67194642909,2.77743837512,8
6.33106775384,11.6369059111,10.4,2.91120842674,6.39529900917,7
8.00837379392,11.6559878999,9.2,2.4044258273,3.44464175603,7
5.82469009478,11.6995446929,8.4,4.9766928454,3.90452138955,7
3.85293159841,11.7228228504,4.0,4.75162016744,3.77983109125,8
11.5565688162,11.7487538552,3.2,4.78283700766,4.96886343115,9
7.68353710143,11.7968140792,5.6,3.67308792528,2.27883552936,8
7.58534973111,11.7817536645,8.8,5.72847914391,3.55224312709,8
9.75935089848,11.8237278874,9.6,6.18216624713,3.12618197895,9
4.33062354746,11.7293903313,5.6,4.03377941486,3.48998042844,7
9.31832631605,11.7749986676,5.6,5.40217013183,3.39688070965,8
10.9089080801,11.7676636835,4.4,6.29265491013,11.2394473101,9
7.14432514868,11.7736802106,8.4,4.46031861541,3.74593662119,8
5.24757478477,11.4956863267,12.0,4.01527810368,3.67929572605,6
2.82693817555,11.5847399727,-0.4,5.09932374196,3.12287722631,7
9.32762738768,11.7765296416,10.8,7.2688528681,5.3452773863,9
7.37785712506,11.7735629432,8.4,4.31396910846,3.33075250997,8
6.9064802312,11.6723858731,8.4,5.93590439152,3.39566845195,8
6.94062618116,11.8091403652,9.2,5.56186074818,4.79597001546,8
10.8096329896,11.7400130928,11.2,3.83238237236,2.82878972222,8
11.2729718514,11.7808523092,7.6,4.95336301722,6.60700345822,9
10.3416549277,11.8222945858,8.8,5.67575362155,2.71639202115,9
9.31871749243,11.7142955512,7.2,5.27955463233,3.41164283199,8
